"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","gram_type","number_of_texts"
"mcuilla","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"beats","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"non-payment","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"dictate","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"console","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"one-sided","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"corporate","95","0.05688622754491018","4.924091246002416E-4","0.0019590309383011578","single","69"
"forming","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"mace","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dress","9","0.005389221556886228","4.6649285488443934E-5","2.9952614879595504E-4","single","6"
"mack","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"acting","11","0.006586826347305389","5.701579337476481E-5","3.31528201461644E-4","single","11"
"aspx","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"emmanuel","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"interstate","14","0.008383233532934131","7.256555520424612E-5","4.2194498367845596E-4","single","11"
"chairman","36","0.02155688622754491","1.8659714195377574E-4","9.244902890060896E-4","single","26"
"scale","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"signoff","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"dining_room","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","ngram","2"
"mommy","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"pokazhu","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"enronbenefits","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"thqtr","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"septic","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"alpinenine","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lonely","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"major","38","0.022754491017964073","1.9696364984009661E-4","9.117544768882092E-4","single","36"
"scalp","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"confidant","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"adbot","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"set-off","13","0.007784431137724551","6.738230126108568E-5","4.599700536595602E-4","single","4"
"perusal","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"cloths","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"rooked","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"painewebber","7","0.004191616766467066","3.628277760212306E-5","2.728254877375583E-4","single","2"
"morale","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"momma","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"callthismethod","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"evade","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"maac","8","0.004790419161676647","4.14660315452835E-5","3.4054262026897544E-4","single","1"
"anxious","7","0.004191616766467066","3.628277760212306E-5","2.273717675634654E-4","single","7"
"egsi","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bears","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"berkelely","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"burnside","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"criminally","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"thursdays","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"becker","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lipshutz","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"actuals","6","0.003592814371257485","3.109952365896262E-5","2.0535421276635582E-4","single","5"
"totals","20","0.011976047904191617","1.0366507886320875E-4","5.854608732510518E-4","single","13"
"totall","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"overtime","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"scams","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"couldnt","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"evaluation-commercial","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"blunt","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"pipelines","28","0.016766467065868262","1.4513111040849225E-4","7.432927473657315E-4","single","22"
"ctices","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"deleting","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"merriss","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"astm","8","0.004790419161676647","4.14660315452835E-5","3.118005574143524E-4","single","2"
"liquidate","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"mccha","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"value-at-risk","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"tenor","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"communicate","16","0.009580838323353293","8.2932063090567E-5","4.7500680548356297E-4","single","12"
"psychopharmacology","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"appealing","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"governmental","10","0.005988023952095809","5.183253943160437E-5","3.0632944270898095E-4","single","10"
"boolean","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"winkler","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mclaughlin","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mileage","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"breakneck","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"jake","5","0.0029940119760479044","2.5916269715802187E-5","1.7691155909983086E-4","single","4"
"chirs","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"asst","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"contemplates","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"jean-pierre","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"curity","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"admitting","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"drafted","11","0.006586826347305389","5.701579337476481E-5","3.429696003704844E-4","single","9"
"druzbik","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"aring","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"preview","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"contemplated","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"asso","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"assn","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"specify","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"duplex","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dodgen","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"broader","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"visualize","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"proponent","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"colum","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ogenyi","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"broaden","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"plachy","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"corridor","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"agreemen","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"unlimited","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"harrahs","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"shell_game","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","ngram","2"
"wsc","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"maul","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"strike","15","0.008982035928143712","7.774880914740656E-5","4.5949416406347143E-4","single","10"
"coronas","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"plywood","8","0.004790419161676647","4.14660315452835E-5","3.118005574143524E-4","single","2"
"written","63","0.03772455089820359","3.2654499841910754E-4","0.0013915142607805004","single","52"
"relevance","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"wsj","6","0.003592814371257485","3.109952365896262E-5","2.0535421276635582E-4","single","5"
"braunfels","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"carter","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"nersesian","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"species","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"buyers","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"anwser","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"liable","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"borne","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"ifmonth","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"cartel","14","0.008383233532934131","7.256555520424612E-5","5.456509754751167E-4","single","2"
"jain","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"wtu","6","0.003592814371257485","3.109952365896262E-5","2.554069652017316E-4","single","1"
"jail","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"non-compressor","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"reinvent","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"young","33","0.01976047904191617","1.7104738012429442E-4","8.541580318203906E-4","single","25"
"matt","41","0.024550898203592814","2.1251341166957793E-4","0.0010224808695398389","single","30"
"math","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"picking","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"wtd","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"narrow","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"wtc","18","0.010778443113772455","9.329857097688787E-5","5.135636817086847E-4","single","15"
"earlene","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mata","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"wti","10","0.005988023952095809","5.183253943160437E-5","3.248168108049506E-4","single","7"
"_boundary","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"magazibe","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"equally","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"mate","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"inbitiation","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"wtg","18","0.010778443113772455","9.329857097688787E-5","7.015512541822929E-4","single","2"
"arise","7","0.004191616766467066","3.628277760212306E-5","2.3296478239685393E-4","single","6"
"vertical","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"cemetery","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"reflected","7","0.004191616766467066","3.628277760212306E-5","2.273717675634654E-4","single","7"
"repeatedly","8","0.004790419161676647","4.14660315452835E-5","2.830584945597294E-4","single","4"
"inman","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"perform","25","0.014970059880239521","1.2958134857901093E-4","7.222230805916795E-4","single","14"
"womencent","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"austin-like","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"transcribed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"paces","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"k-kay","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"loser","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"derivative","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"uhhhhh","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"uled","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"misery","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"china","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"buccee","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"presented","21","0.012574850299401197","1.0884833280636919E-4","5.855338292207832E-4","single","17"
"enronfinal","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"shared","7","0.004191616766467066","3.628277760212306E-5","2.3296478239685393E-4","single","6"
"prohibits","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"eugene","6","0.003592814371257485","3.109952365896262E-5","2.3385041806076428E-4","single","2"
"scary","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"enabled","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"blurb","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"places","9","0.005389221556886228","4.6649285488443934E-5","2.8061149121221446E-4","single","9"
"madison","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"pools","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"chino","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"shares","26","0.015568862275449102","1.3476460252217137E-4","7.418142069125445E-4","single","15"
"enables","7","0.004191616766467066","3.628277760212306E-5","2.58114087394649E-4","single","3"
"mcgraw-hill","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"alder","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"pharmacist","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"islands","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"scare","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"famous","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"powers","9","0.005389221556886228","4.6649285488443934E-5","2.9233512972445553E-4","single","7"
"workspace","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"aldie","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"www","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"mispelled","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"wwp","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"child","8","0.004790419161676647","4.14660315452835E-5","2.830584945597294E-4","single","4"
"chile","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"tutor","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"wwf","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"grateful","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"hectic","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"pprsdntn","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"administrative","27","0.016167664670658683","1.399478564653318E-4","7.045695221191598E-4","single","24"
"wwe","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mays","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"placed","22","0.013173652694610778","1.1403158674952963E-4","6.276889443106147E-4","single","15"
"feita","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"resisted","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"onboard","6","0.003592814371257485","3.109952365896262E-5","2.554069652017316E-4","single","1"
"forecast","21","0.012574850299401197","1.0884833280636919E-4","5.921327182325189E-4","single","16"
"ulan","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"maya","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"seasons","5","0.0029940119760479044","2.5916269715802187E-5","1.7691155909983086E-4","single","4"
"hutton","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"spurs","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"device","31","0.018562874251497007","1.6068087223797357E-4","7.960888599774661E-4","single","26"
"macros","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"likewise","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"arrives","7","0.004191616766467066","3.628277760212306E-5","2.3957991489408182E-4","single","5"
"leaves","16","0.009580838323353293","8.2932063090567E-5","4.6836869860084144E-4","single","13"
"wmb","12","0.00718562874251497","6.219904731792525E-5","3.993681983946067E-4","single","6"
"youyi","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"earleen","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"unsubscribed","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"maop","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"yawaponsiri","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"arrived","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"industry","59","0.035329341317365266","3.058119826464658E-4","0.0013213365430147232","single","49"
"fares","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"webmail","5","0.0029940119760479044","2.5916269715802187E-5","1.7691155909983086E-4","single","4"
"pacifi","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"exponent","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"cubic","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"lauderdale","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"approached","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"weren","16","0.009580838323353293","8.2932063090567E-5","4.5114873770096684E-4","single","16"
"stride","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"packs","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"chike","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bleeds","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"kiske","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"solid","6","0.003592814371257485","3.109952365896262E-5","2.1229387091979704E-4","single","4"
"portlandgeneralrejectingtariffser","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"covers","14","0.008383233532934131","7.256555520424612E-5","4.0982261127573625E-4","single","13"
"mans","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ional","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"candice","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mccar","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"mann","19","0.011377245508982036","9.848182492004831E-5","5.188149991047815E-4","single","19"
"strict","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"approaches","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"creditor","9","0.005389221556886228","4.6649285488443934E-5","3.318609695074059E-4","single","3"
"big-unit","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"residents","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"halting","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"wingdings","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"physics","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"shults","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"translation","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"sallee","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"reverses","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"valley","9","0.005389221556886228","4.6649285488443934E-5","2.8610598566824466E-4","single","8"
"reservatio","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"valles","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"watched","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"helens","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"commencement","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"capped","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"undated","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"blanket","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"bareboat","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"keegan","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"casual","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"hypothetical","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"reversed","11","0.006586826347305389","5.701579337476481E-5","3.5729849188544566E-4","single","7"
"district","12","0.00718562874251497","6.219904731792525E-5","3.6166712886724796E-4","single","11"
"watches","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"formatting","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"negotiators","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"performs","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sharpe","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"labanowski","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"usourceonline","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"kristin","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"attaching","23","0.013772455089820359","1.1921484069269005E-4","6.052625898284596E-4","single","23"
"merrill","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"male","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"uncontested","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"portales","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"humorous","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"tackle","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"phys","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"fallbacks","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"edstrom","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"farha","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"wll","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"midam","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"ompressors","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"weldon","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"revise","9","0.005389221556886228","4.6649285488443934E-5","2.8061149121221446E-4","single","9"
"pirit","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sharon","23","0.013772455089820359","1.1921484069269005E-4","6.105618996218508E-4","single","22"
"mall","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"elevate","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"bharati","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"italian","8","0.004790419161676647","4.14660315452835E-5","2.949875284510275E-4","single","3"
"beliefs","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"indicative","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"weakening","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"legitamate","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"condolences","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"netscape","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"beach","6","0.003592814371257485","3.109952365896262E-5","2.0535421276635582E-4","single","5"
"sharma","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"mass","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"ammendment","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dearest","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"rapacioli","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"partake","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
